Time,ProfitLabel,TimeFilter,Close,Rsi7,Rsi14,Rsi21,MacdLine1,MacdCandle1,MacdLine2,MacdCandle2,MacdLine3,MacdCandle3,Cci1,Cci2,Cci3,StochMain1,StochSignal1,StochMain2,StochSignal2,StochMain3,StochSignal3,Hour_sin,Hour_cos,RSI7_minus_RSI14,RSI7_minus_RSI21,RSI14_minus_RSI21,RSI7_div_RSI14,RSI7_div_RSI21,RSI14_div_RSI21,RSI7_region,RSI14_region,RSI21_region,RSI_order,MacdHist1,MacdCross1,MacdAboveZero1,MacdSlope1,MacdHist2,MacdCross2,MacdAboveZero2,MacdSlope2,MacdHist3,MacdCross3,MacdAboveZero3,MacdSlope3,CciRegion1,CciRegion2,CciRegion3,StochCross1,StochRegion1,StochCross2,StochRegion2,StochCross3,StochRegion3,ma_diff_7_14,ma_diff_14_21,ma_diff_7_21,ma7_close_diff,ma14_close_diff,ma21_close_diff,tenkan_kijun_diff,spanA_spanB_diff,close_tenkan_diff,close_kijun_diff,close_spanA_diff,close_spanB_diff,boll_bandwidth,close_boll_upper_diff,close_boll_lower_diff,close_boll_middle_diff,boll_upper_middle_diff,boll_lower_middle_diff,close_env_upper_diff,close_env_lower_diff,Rsi7_momentum_1,Rsi7_momentum_2,Rsi7_momentum_3,MacdLine1_momentum_1,MacdLine1_momentum_2,MacdLine1_momentum_3,StochMain1_momentum_1,StochMain1_momentum_2,StochMain1_momentum_3,Rsi14_momentum_1,Rsi14_momentum_2,Rsi14_momentum_3,MacdLine2_momentum_1,MacdLine2_momentum_2,MacdLine2_momentum_3,StochMain2_momentum_1,StochMain2_momentum_2,StochMain2_momentum_3,Rsi21_momentum_1,Rsi21_momentum_2,Rsi21_momentum_3,MacdLine3_momentum_1,MacdLine3_momentum_2,MacdLine3_momentum_3,StochMain3_momentum_1,StochMain3_momentum_2,StochMain3_momentum_3
2025-04-16 20:55:00,2,1,3328.27,47.39,55.84,57.45,2.34,2.88,3.39,3.49,0.4,1.1,-96.66,-14.29,-15.94,46.65,57.48,49.92,58.57,58.77,67.72,-0.8660254037844386,0.5000000000000001,-8.45,-10.06,-1.61,0.85,0.82,0.97,2,2,2,5,-0.54,0,1,-0.22,-0.1,0,1,-0.06,-0.7,0,1,-0.3,0,0,0,0,1,0,1,0,1,0.56,1.13,1.69,0.74,0.18,-0.95,1.35,3.04,-0.4,0.95,15.12,18.16,-4.79,-0.22,-5.01,4.58,4.8,9.59,-3.52,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 21:00:00,2,1,3332.37,69.11,63.98,62.16,2.46,2.82,3.41,3.48,0.99,1.11,78.66,113.22,79.87,58.65,54.32,62.94,56.84,66.22,64.31,-0.7071067811865477,0.7071067811865474,5.13,6.95,1.82,1.08,1.11,1.03,3,3,3,0,-0.36,0,1,0.12,-0.07,0,1,0.02,-0.12,0,1,0.59,1,2,1,1,1,1,1,1,1,0.88,1.19,2.07,-2.52,-3.4,-4.59,1.35,2.88,3.7,5.05,17.31,20.19,-4.91,3.84,-1.07,8.75,4.91,9.82,0.03,6.69,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2025-04-16 21:05:00,2,1,3328.93,49.22,54.85,56.64,2.25,2.72,3.36,3.47,0.62,1.05,49.89,88.67,74.12,56.77,54.02,63.93,58.93,64.36,63.12,-0.7071067811865477,0.7071067811865474,-5.63,-7.42,-1.79,0.9,0.87,0.97,2,2,2,5,-0.47,0,1,-0.21,-0.11,0,1,-0.05,-0.43,0,1,-0.37,1,1,1,1,1,1,1,1,1,0.65,1.09,1.74,0.69,0.04,-1.05,1.42,4.91,0.19,1.61,11.45,16.36,-4.64,0.56,-4.08,5.2,4.64,9.28,-3.53,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2025-04-16 21:10:00,2,1,3332.19,61.48,60.59,60.16,2.32,2.64,3.36,3.45,1.01,1.01,101.97,112.87,104.61,75.71,63.71,79.14,68.67,79.14,69.91,-0.7071067811865477,0.7071067811865474,0.89,1.32,0.43,1.01,1.02,1.01,3,3,3,0,-0.32,0,1,0.07,-0.09,0,1,0.0,0.0,0,1,0.39,2,2,2,1,1,1,1,1,1,0.86,1.12,1.98,-1.93,-2.79,-3.91,1.42,5.03,3.45,4.87,14.4,19.43,-4.73,3.79,-0.94,8.52,4.73,9.46,-0.64,6.02,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
2025-04-16 21:15:00,2,1,3332.07,60.85,60.28,59.97,2.34,2.57,3.36,3.44,1.15,0.99,124.77,157.16,149.55,72.59,68.36,76.11,73.06,77.55,73.68,-0.7071067811865477,0.7071067811865474,0.57,0.88,0.31,1.01,1.01,1.01,3,3,2,0,-0.23,0,1,0.02,-0.08,0,1,0.0,0.16,1,1,0.14,2,3,2,1,1,1,1,1,1,0.96,1.13,2.09,-1.36,-2.32,-3.45,2.18,5.51,2.57,4.75,13.8,19.31,-4.98,3.46,-1.52,8.43,4.97,9.95,-1.12,5.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2025-04-16 21:20:00,2,1,3336.25,72.37,66.57,64.09,2.66,2.52,3.43,3.42,1.98,1.03,164.62,230.84,208.06,92.28,80.19,92.86,82.7,93.62,83.44,-0.7071067811865477,0.7071067811865474,5.8,8.28,2.48,1.09,1.13,1.04,3,3,3,0,0.14,1,1,0.32,0.01,1,1,0.07,0.95,1,1,0.83,3,4,4,1,2,1,2,1,2,1.48,1.31,2.79,-4.15,-5.63,-6.94,2.23,6.3,5.02,7.25,17.19,23.49,-5.23,6.95,1.72,12.19,5.24,10.47,2.38,9.04,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0
2025-04-16 21:25:00,2,1,3338.42,76.55,69.29,65.99,3.06,2.53,3.53,3.42,2.77,1.19,153.74,244.5,254.01,94.26,86.38,94.8,87.92,95.49,88.89,-0.7071067811865477,0.7071067811865474,7.26,10.56,3.3,1.1,1.16,1.05,3,3,3,0,0.53,1,1,0.4,0.11,1,1,0.1,1.58,1,1,0.79,3,4,4,1,2,1,2,1,2,2.02,1.52,3.54,-4.74,-6.76,-8.28,2.24,6.72,5.94,8.18,18.73,25.45,-6.31,8.49,2.18,14.8,6.31,12.62,3.87,10.53,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
2025-04-16 21:30:00,2,1,3337.91,73.5,67.89,65.14,3.29,2.59,3.6,3.43,2.99,1.4,97.28,169.65,205.91,94.53,93.69,95.33,94.33,95.85,94.98,-0.7071067811865477,0.7071067811865474,5.61,8.36,2.75,1.08,1.13,1.04,3,3,3,0,0.7,1,1,0.23,0.17,1,1,0.07,1.59,1,1,0.22,1,3,4,1,2,1,2,1,2,2.25,1.64,3.89,-3.17,-5.42,-7.06,2.24,7.26,5.43,7.67,16.1,23.36,-6.71,7.31,0.6,14.03,6.72,13.43,2.76,9.42,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
2025-04-16 21:35:00,2,1,3338.9,75.69,69.19,66.03,3.52,2.69,3.67,3.46,3.17,1.68,86.05,141.92,188.06,92.86,93.89,94.77,94.96,95.31,95.55,-0.7071067811865477,0.7071067811865474,6.5,9.66,3.16,1.09,1.15,1.05,3,3,3,0,0.83,1,1,0.23,0.21,1,1,0.07,1.49,1,1,0.18,1,2,3,0,2,0,2,0,2,2.43,1.77,4.2,-3.12,-5.55,-7.32,2.23,8.11,6.16,8.39,15.77,23.88,-7.44,7.72,0.28,15.16,7.44,14.88,3.11,9.77,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0
2025-04-16 21:40:00,2,1,3338.18,70.73,67.07,64.76,3.6,2.83,3.72,3.49,2.98,1.96,67.29,112.64,156.12,88.77,92.05,92.63,94.24,93.23,94.8,-0.7071067811865477,0.7071067811865474,3.66,5.97,2.31,1.05,1.09,1.04,3,3,3,0,0.77,1,1,0.08,0.23,1,1,0.05,1.02,1,1,-0.19,1,2,3,0,2,0,2,0,2,2.39,1.81,4.2,-1.8,-4.19,-6.0,2.44,8.76,5.19,7.63,14.4,23.16,-7.77,6.44,-1.33,14.21,7.77,15.54,1.8,8.47,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 21:45:00,2,1,3340.32,76.15,70.01,66.76,3.79,2.98,3.8,3.54,3.14,2.2,91.11,110.27,150.94,89.12,90.25,94.41,93.93,94.97,94.51,-0.7071067811865477,0.7071067811865474,6.14,9.39,3.25,1.09,1.14,1.05,3,3,3,0,0.81,1,1,0.19,0.26,1,1,0.08,0.94,1,1,0.16,1,2,3,0,2,1,2,1,2,2.52,1.92,4.44,-2.96,-5.48,-7.4,3.44,8.95,5.8,9.24,16.35,25.3,-8.31,7.92,-0.39,16.23,8.31,16.62,3.29,9.96,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
2025-04-16 21:50:00,2,1,3339.98,73.62,68.96,66.13,3.87,3.16,3.85,3.59,3.01,2.47,82.98,88.65,123.54,86.25,88.05,94.03,93.69,94.76,94.32,-0.7071067811865477,0.7071067811865474,4.66,7.49,2.83,1.07,1.11,1.04,3,3,3,0,0.71,1,1,0.08,0.26,1,1,0.05,0.54,1,1,-0.13,1,1,2,0,2,1,2,1,2,2.5,1.96,4.46,-1.96,-4.46,-6.42,3.03,8.24,5.46,8.49,16.72,24.96,-8.51,6.92,-1.59,15.43,8.51,17.02,2.25,8.92,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 21:55:00,2,1,3338.44,62.63,64.23,63.32,3.76,3.32,3.86,3.65,2.5,2.63,29.76,70.72,99.79,74.46,83.28,90.39,92.94,92.68,94.14,-0.7071067811865477,0.7071067811865474,-1.6,-0.69,0.91,0.98,0.99,1.01,3,3,3,3,0.44,1,1,-0.11,0.21,1,1,0.01,-0.13,0,1,-0.51,1,1,1,0,1,0,2,0,2,2.21,1.9,4.11,-0.32,-2.53,-4.43,3.73,8.24,2.22,5.95,15.18,23.42,-8.59,4.9,-3.69,13.49,8.59,17.18,0.05,6.72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:00:00,2,1,3339.5,66.63,65.96,64.41,3.72,3.48,3.89,3.71,2.3,2.76,20.06,63.31,88.89,63.26,74.66,85.99,90.14,90.43,92.62,-0.5000000000000004,0.8660254037844384,0.67,2.22,1.55,1.01,1.03,1.02,3,3,3,0,0.24,1,1,-0.04,0.18,1,1,0.03,-0.46,0,1,-0.2,1,1,1,0,1,0,2,0,2,2.08,1.89,3.97,-1.03,-3.11,-5.0,3.72,8.24,3.14,6.86,16.24,24.48,-8.75,5.46,-3.29,14.21,8.75,17.5,0.33,7.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-16 22:05:00,2,1,3342.26,74.82,70.02,67.1,3.87,3.61,3.95,3.76,2.59,2.83,190.91,101.97,114.2,69.05,68.93,84.18,86.85,91.54,91.55,-0.5000000000000004,0.8660254037844384,4.8,7.72,2.92,1.07,1.12,1.04,3,3,3,0,0.26,1,1,0.15,0.19,1,1,0.06,-0.24,0,1,0.29,3,2,2,1,1,0,2,0,2,2.25,1.96,4.21,-2.84,-5.09,-7.05,5.79,8.24,2.96,8.75,19.0,27.24,-9.23,7.6,-1.63,16.84,9.24,18.47,2.09,8.76,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
2025-04-16 22:10:00,2,1,3339.01,55.96,60.82,61.37,3.68,3.68,3.94,3.81,2.02,2.75,36.81,66.99,82.43,63.22,65.18,76.43,82.2,88.81,90.26,-0.5000000000000004,0.8660254037844384,-4.86,-5.41,-0.55,0.92,0.91,0.99,2,3,3,5,0.0,0,1,-0.19,0.13,1,1,-0.01,-0.73,0,1,-0.57,1,1,1,0,1,0,1,0,2,1.89,1.86,3.75,0.3,-1.59,-3.45,5.97,8.24,-0.47,5.5,15.75,23.99,-9.15,3.9,-5.25,13.06,9.16,18.31,-1.64,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:15:00,2,1,3339.06,56.16,60.9,61.43,3.5,3.7,3.92,3.84,1.61,2.59,-60.95,41.51,63.29,53.22,61.83,60.33,73.65,83.7,88.02,-0.5000000000000004,0.8660254037844384,-4.74,-5.27,-0.53,0.92,0.91,0.99,2,3,3,5,-0.2,0,1,-0.18,0.08,1,1,-0.02,-0.98,0,1,-0.41,0,1,1,0,1,0,1,0,2,1.61,1.77,3.38,0.19,-1.42,-3.19,6.17,8.24,-0.62,5.55,15.8,24.04,-9.13,3.56,-5.57,12.69,9.13,18.26,-2.31,4.36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-16 22:20:00,2,1,3340.23,60.96,62.93,62.69,3.4,3.69,3.92,3.87,1.52,2.41,32.64,71.57,71.73,39.55,52.0,45.26,60.67,76.32,82.94,-0.5000000000000004,0.8660254037844384,-1.97,-1.73,0.24,0.97,0.97,1.0,3,3,3,3,-0.29,0,1,-0.1,0.05,1,1,0.0,-0.89,0,1,-0.09,1,1,1,0,1,0,1,0,1,1.52,1.71,3.23,-0.73,-2.25,-3.96,6.44,8.04,0.28,6.72,17.17,25.21,-9.01,4.23,-4.78,13.24,9.01,18.02,-1.72,4.96,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-04-16 22:25:00,2,1,3339.6,57.03,61.09,61.55,3.24,3.65,3.89,3.89,1.27,2.22,30.87,75.05,67.97,40.54,44.44,45.73,50.44,75.63,78.55,-0.5000000000000004,0.8660254037844384,-4.06,-4.52,-0.46,0.93,0.93,0.99,2,3,3,5,-0.41,0,1,-0.16,0.0,0,1,-0.03,-0.95,0,1,-0.25,1,1,1,0,1,0,1,0,1,1.32,1.63,2.95,-0.08,-1.4,-3.03,6.44,7.92,-0.35,6.09,16.66,24.58,-8.56,3.08,-5.48,11.63,8.55,17.11,-2.89,3.79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:30:00,2,1,3338.76,51.84,58.63,60.02,3.01,3.56,3.85,3.9,0.91,1.97,-59.25,3.07,50.62,35.77,38.62,41.91,44.3,67.86,73.27,-0.5000000000000004,0.8660254037844384,-6.79,-8.18,-1.39,0.88,0.86,0.98,2,2,3,5,-0.55,0,1,-0.23,-0.05,0,1,-0.04,-1.06,0,1,-0.36,0,1,1,0,1,0,1,0,1,1.06,1.5,2.56,0.57,-0.49,-1.99,6.44,8.3,-1.19,5.25,15.44,23.74,-7.79,1.73,-6.06,9.51,7.78,15.57,-3.91,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:35:00,2,1,3339.26,54.71,59.67,60.63,2.84,3.45,3.81,3.89,0.76,1.72,-77.65,-15.97,45.38,27.98,34.76,35.61,41.08,56.99,66.83,-0.5000000000000004,0.8660254037844384,-4.96,-5.92,-0.96,0.92,0.9,0.98,2,2,3,5,-0.61,0,1,-0.17,-0.08,0,1,-0.04,-0.96,0,1,-0.15,0,0,1,0,1,0,1,0,1,0.91,1.4,2.31,0.05,-0.86,-2.26,6.44,8.65,-0.69,5.75,15.59,24.24,-6.71,1.68,-5.03,8.39,6.71,13.42,-3.47,3.21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-16 22:40:00,2,1,3338.11,47.18,56.17,58.48,2.58,3.32,3.74,3.88,0.42,1.49,-150.5,-124.44,18.87,27.45,30.4,29.32,35.61,37.91,54.25,-0.5000000000000004,0.8660254037844384,-8.99,-11.3,-2.31,0.84,0.81,0.96,2,2,2,5,-0.74,0,1,-0.26,-0.14,0,1,-0.07,-1.07,0,1,-0.34,-2,-1,1,0,1,0,1,0,1,0.64,1.27,1.91,0.9,0.26,-1.01,5.29,9.59,-1.46,3.83,13.5,23.09,-6.27,0.24,-6.03,6.51,6.27,12.54,-4.63,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:45:00,2,1,3339.76,57.07,59.82,60.59,2.47,3.18,3.71,3.86,0.52,1.29,-40.29,-47.64,35.19,46.74,34.06,38.35,34.43,41.61,45.5,-0.5000000000000004,0.8660254037844384,-2.75,-3.52,-0.77,0.95,0.94,0.99,2,2,3,5,-0.71,0,1,-0.11,-0.15,0,1,-0.03,-0.77,0,1,0.1,0,0,1,1,1,1,1,0,1,0.65,1.21,1.86,-0.56,-1.21,-2.42,5.29,11.05,0.19,5.48,13.69,24.74,-4.79,1.35,-3.44,6.13,4.78,9.57,-3.04,3.64,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2025-04-16 22:50:00,2,1,3339.15,52.8,57.9,59.42,2.32,3.0,3.65,3.83,0.43,1.05,-51.61,-67.47,24.6,55.82,43.33,40.85,36.18,40.32,39.94,-0.5000000000000004,0.8660254037844384,-5.1,-6.62,-1.52,0.91,0.89,0.97,2,2,2,5,-0.68,0,1,-0.15,-0.18,0,1,-0.06,-0.62,0,1,-0.09,0,0,1,1,1,1,1,1,1,0.56,1.12,1.68,0.04,-0.52,-1.64,5.18,11.45,-0.31,4.87,12.68,24.13,-3.84,0.39,-3.45,4.24,3.85,7.69,-3.72,2.96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2025-04-16 22:55:00,2,1,3336.67,38.99,50.78,54.88,1.97,2.81,3.55,3.78,-0.11,0.81,-162.55,-194.28,-64.87,52.23,51.59,37.77,38.99,34.63,38.85,-0.5000000000000004,0.8660254037844384,-11.79,-15.89,-4.1,0.77,0.71,0.93,1,2,2,5,-0.84,0,1,-0.35,-0.23,0,1,-0.1,-0.92,0,0,-0.54,-2,-2,0,1,1,0,1,0,1,0.19,0.94,1.13,1.89,1.7,0.76,4.31,12.0,-1.92,2.39,9.65,21.65,-2.55,-2.32,-4.87,0.23,2.55,5.1,-5.94,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 23:00:00,2,1,3339.1,53.03,56.43,58.17,1.87,2.63,3.49,3.73,0.05,0.64,-5.4,-60.52,-19.08,54.56,54.2,39.28,39.3,33.46,36.13,-0.25881904510252157,0.9659258262890681,-3.4,-5.14,-1.74,0.94,0.91,0.97,2,2,2,5,-0.76,0,1,-0.1,-0.24,0,1,-0.06,-0.59,0,1,0.16,0,0,0,1,1,0,1,0,1,0.22,0.89,1.11,-0.41,-0.63,-1.52,4.31,12.85,0.51,4.82,11.23,24.08,-2.22,-0.03,-2.25,2.19,2.22,4.44,-3.45,3.23,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2025-04-16 23:05:00,2,1,3337.73,46.06,52.75,55.76,1.66,2.44,3.41,3.68,-0.12,0.46,-18.76,-74.62,-60.4,46.05,50.94,35.49,37.51,28.49,32.19,-0.25881904510252157,0.9659258262890681,-6.69,-9.7,-3.01,0.87,0.83,0.95,2,2,2,5,-0.78,0,1,-0.21,-0.27,0,1,-0.08,-0.58,0,0,-0.17,0,0,0,0,1,0,1,0,1,0.08,0.78,0.86,0.72,0.64,-0.14,4.11,12.97,-0.86,3.25,9.74,22.71,-2.28,-1.37,-3.65,0.91,2.28,4.56,-4.77,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 23:10:00,2,1,3334.51,33.85,45.28,50.61,1.22,2.21,3.26,3.61,-0.83,0.22,-181.04,-229.59,-266.07,35.79,45.46,30.29,35.02,23.27,28.41,-0.25881904510252157,0.9659258262890681,-11.43,-16.76,-5.33,0.75,0.67,0.89,1,2,2,5,-0.99,0,1,-0.44,-0.35,0,1,-0.15,-1.05,0,0,-0.71,-2,-3,-3,0,1,0,1,0,1,-0.38,0.54,0.16,2.96,3.34,2.8,1.86,12.17,-2.83,-0.97,6.52,18.69,-3.0,-4.42,-7.42,-1.41,3.01,6.01,-7.63,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16 23:15:00,0,0,3336.3,43.55,49.56,53.14,1.0,1.99,3.16,3.53,-0.85,0.03,-102.53,-172.72,-217.45,23.62,35.15,21.73,29.17,16.06,22.61,-0.25881904510252157,0.9659258262890681,-6.01,-9.59,-3.58,0.88,0.82,0.93,2,2,2,5,-0.99,0,1,-0.22,-0.37,0,1,-0.1,-0.88,0,0,-0.02,-1,-2,-3,0,1,0,1,0,0,-0.47,0.43,-0.04,0.88,1.35,0.92,1.79,9.08,-0.97,0.82,8.27,17.35,-3.21,-2.5,-5.71,0.72,3.22,6.43,-5.41,1.26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-16 23:20:00,0,0,3337.77,50.51,52.82,55.12,0.94,1.78,3.09,3.45,-0.55,-0.12,-6.72,-64.69,-97.69,30.64,30.01,30.36,27.46,22.67,20.67,-0.25881904510252157,0.9659258262890681,-2.31,-4.61,-2.3,0.96,0.92,0.96,2,2,2,5,-0.84,0,1,-0.06,-0.36,0,1,-0.07,-0.43,0,0,0.3,0,0,0,1,1,1,1,1,1,-0.34,0.39,0.05,-0.45,-0.11,-0.5,0.18,8.83,0.5,0.68,9.74,18.57,-3.23,-1.01,-4.24,2.23,3.24,6.47,-3.85,2.82,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
2025-04-16 23:25:00,0,0,3338.66,54.47,54.73,56.29,0.95,1.6,3.03,3.37,-0.17,-0.18,59.45,-10.49,-41.59,56.6,36.95,55.52,35.87,43.58,27.44,-0.25881904510252157,0.9659258262890681,-0.26,-1.82,-1.56,1.0,0.97,0.97,2,2,2,5,-0.65,0,1,0.01,-0.34,0,1,-0.06,0.01,1,0,0.38,1,0,0,1,1,1,1,1,1,-0.14,0.4,0.26,-1.0,-0.86,-1.26,0.03,9.21,1.39,1.42,10.25,19.46,-3.16,-0.03,-3.19,3.12,3.15,6.31,-2.94,3.74,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
2025-04-16 23:30:00,0,0,3338.74,54.85,54.9,56.4,0.96,1.43,2.97,3.29,0.06,-0.23,68.13,27.63,-8.25,76.02,54.42,70.14,52.01,57.95,41.4,-0.25881904510252157,0.9659258262890681,-0.05,-1.55,-1.5,1.0,0.97,0.97,2,2,2,5,-0.47,0,1,0.01,-0.32,0,1,-0.06,0.29,1,1,0.23,1,1,0,1,1,1,1,1,1,0.01,0.4,0.41,-0.81,-0.82,-1.22,-1.23,9.23,1.47,0.24,8.62,17.85,-3.1,0.11,-2.99,3.21,3.1,6.2,-2.75,3.93,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-16 23:35:00,0,0,3339.09,56.69,55.72,56.89,0.98,1.28,2.92,3.21,0.26,-0.25,72.76,44.66,0.53,90.23,74.28,78.06,67.91,67.92,56.48,-0.25881904510252157,0.9659258262890681,0.97,-0.2,-1.17,1.02,1.0,0.98,2,2,2,4,-0.3,0,1,0.02,-0.29,0,1,-0.05,0.51,1,1,0.2,1,1,1,1,2,1,1,1,1,0.14,0.42,0.56,-0.87,-1.01,-1.43,-1.23,9.23,1.82,0.59,7.73,16.96,-3.11,0.43,-2.68,3.53,3.1,6.21,-2.36,4.31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-16 23:40:00,0,0,3339.2,57.33,55.99,57.05,0.99,1.17,2.87,3.13,0.38,-0.2,87.6,81.42,32.44,96.81,87.69,81.29,76.5,75.33,67.07,-0.25881904510252157,0.9659258262890681,1.34,0.28,-1.06,1.02,1.0,0.98,2,2,2,1,-0.18,0,1,0.01,-0.26,0,1,-0.05,0.58,1,1,0.12,1,1,1,1,2,1,2,1,1,0.23,0.43,0.66,-0.74,-0.97,-1.4,-1.23,9.23,1.93,0.7,7.84,17.07,-3.09,0.55,-2.54,3.64,3.09,6.18,-2.28,4.39,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-16 23:45:00,0,0,3341.07,66.98,60.39,59.7,1.14,1.09,2.86,3.06,0.79,-0.11,136.34,161.81,109.05,98.34,95.13,89.02,82.79,88.28,77.18,-0.25881904510252157,0.9659258262890681,6.59,7.28,0.69,1.11,1.12,1.01,3,3,2,0,0.05,1,1,0.15,-0.2,0,1,-0.01,0.9,1,1,0.41,2,3,2,1,2,1,2,1,2,0.51,0.51,1.02,-1.95,-2.46,-2.97,-0.65,9.23,3.22,2.57,9.45,18.68,-2.85,2.48,-0.37,5.33,2.85,5.7,-0.54,6.13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-16 23:50:00,0,0,3341.59,69.23,61.54,60.41,1.28,1.05,2.85,3.0,1.08,0.02,153.25,193.94,186.95,92.93,96.03,91.58,87.3,91.58,85.06,-0.25881904510252157,0.9659258262890681,7.69,8.82,1.13,1.12,1.15,1.02,3,3,3,0,0.23,1,1,0.14,-0.15,0,1,-0.01,1.06,1,1,0.29,3,3,3,0,2,1,2,1,2,0.73,0.58,1.31,-1.86,-2.59,-3.17,-0.11,9.33,3.2,3.09,9.82,19.15,-3.13,2.87,-0.26,6.0,3.13,6.26,-0.27,6.4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-16 23:55:00,0,0,3341.98,70.97,62.43,60.95,1.41,1.07,2.84,2.95,1.27,0.25,115.02,180.04,196.31,89.67,93.65,93.42,91.34,93.42,91.1,-0.25881904510252157,0.9659258262890681,8.54,10.02,1.48,1.14,1.16,1.02,3,3,3,0,0.34,1,1,0.13,-0.11,0,1,-0.01,1.02,1,1,0.19,2,3,3,0,2,1,2,1,2,0.9,0.66,1.56,-1.68,-2.58,-3.24,0.0,9.83,3.42,3.42,9.18,19.01,-3.44,3.12,-0.32,6.56,3.44,6.88,-0.04,6.64,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
