Time,ProfitLabel,TimeFilter,Close,Rsi7,MacdLine1,MacdLine2,MacdLine3,Cci1,StochMain1,StochSignal1,Hour_sin,Hour_cos,RSI7_minus_RSI14,RSI_order,MacdHist1,MacdCross1,MacdAboveZero1,MacdSlope1,MacdHist2,MacdCross2,MacdAboveZero2,MacdSlope2,MacdHist3,MacdCross3,MacdAboveZero3,MacdSlope3,StochCross1,StochCross2,StochCross3,tenkan_kijun_diff,spanA_spanB_diff,boll_bandwidth,close_boll_lower_diff,close_boll_middle_diff,Rsi7_momentum_1,Rsi7_momentum_2,Rsi7_momentum_3,MacdLine1_momentum_1,MacdLine1_momentum_2,MacdLine1_momentum_3,StochMain1_momentum_1,StochMain1_momentum_2,StochMain1_momentum_3,MacdLine2_momentum_1,MacdLine2_momentum_2,StochMain2_momentum_1,StochMain2_momentum_2,StochMain2_momentum_3,MacdLine3_momentum_1,MacdLine3_momentum_2,MacdLine3_momentum_3,StochMain3_momentum_1,StochMain3_momentum_2,StochMain3_momentum_3
2025-04-04 21:10:00,2,1,3024.29,46.92,-2.53,-6.97,-0.57,-99.79,25.03,36.3,-0.7071067811865477,0.7071067811865474,2.6,0,0.64,1,0,0.15,0.6,1,0,0.15,0.57,1,0,0.08,0,0,0,-4.15,-28.91,-7.65,-9.9,5.4,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2025-04-04 21:15:00,2,1,3023.87,44.98,-2.41,-6.82,-0.57,-59.25,31.17,29.54,-0.7071067811865477,0.7071067811865474,1.3,0,0.6,1,0,0.12,0.6,1,0,0.15,0.39,1,0,0.0,1,0,1,-0.88,-31.22,-7.02,-9.21,4.83,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2025-04-04 21:20:00,2,1,3022.04,37.16,-2.44,-6.71,-0.9,-174.02,21.24,25.81,-0.7071067811865477,0.7071067811865474,-3.79,3,0.44,1,0,-0.03,0.57,1,0,0.11,-0.02,0,0,-0.33,0,0,1,-1.21,-32.55,-6.52,-10.01,3.03,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 21:25:00,2,1,3024.61,51.09,-2.23,-6.54,-0.55,-49.78,29.78,27.4,-0.7071067811865477,0.7071067811865474,5.03,0,0.51,1,0,0.21,0.59,1,0,0.17,0.23,1,0,0.35,1,0,1,-1.53,-34.08,-6.04,-6.64,5.44,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
2025-04-04 21:30:00,2,1,3024.79,51.96,-2.03,-6.37,-0.29,114.74,43.4,31.48,-0.7071067811865477,0.7071067811865474,5.55,0,0.55,1,0,0.2,0.61,1,0,0.17,0.37,1,0,0.26,1,1,1,-1.53,-30.07,-5.39,-5.5,5.29,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0
2025-04-04 21:35:00,2,1,3022.18,39.94,-2.05,-6.26,-0.63,-51.79,50.89,41.36,-0.7071067811865477,0.7071067811865474,-2.2,3,0.41,1,0,-0.02,0.57,1,0,0.11,-0.01,0,0,-0.34,1,1,1,-1.53,-29.35,-4.71,-6.98,2.44,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
2025-04-04 21:40:00,2,1,3021.9,38.82,-2.07,-6.15,-0.84,-138.64,29.49,41.26,-0.7071067811865477,0.7071067811865474,-2.88,3,0.29,1,0,-0.02,0.54,1,0,0.11,-0.19,0,0,-0.21,0,0,0,-1.58,-29.95,-3.76,-5.86,1.67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 21:45:00,2,1,3020.61,33.72,-2.16,-6.05,-1.17,-160.88,19.7,33.36,-0.7071067811865477,0.7071067811865474,-5.91,5,0.13,1,0,-0.09,0.51,1,0,0.1,-0.48,0,0,-0.33,0,0,0,-4.24,-30.41,-3.75,-6.81,0.69,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 21:50:00,2,1,3025.73,58.79,-1.8,-5.86,-0.33,53.38,50.87,33.35,-0.7071067811865477,0.7071067811865474,8.6,0,0.39,1,0,0.36,0.56,1,0,0.19,0.32,1,0,0.84,1,1,0,-2.27,-28.58,-3.51,-1.37,5.64,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2025-04-04 21:55:00,2,1,3025.6,58.14,-1.51,-5.67,0.15,78.43,73.29,47.95,-0.7071067811865477,0.7071067811865474,8.19,0,0.57,1,0,0.29,0.6,1,0,0.19,0.72,1,1,0.48,1,1,1,-2.27,-28.58,-3.62,-1.69,5.54,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0
2025-04-04 22:00:00,2,1,3027.81,65.68,-1.09,-5.45,0.83,132.84,96.4,73.52,-0.5000000000000004,0.8660254037844384,11.72,0,0.84,1,0,0.42,0.67,1,0,0.22,1.24,1,1,0.68,1,1,1,-1.44,-25.62,-4.03,-0.12,7.94,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-04 22:05:00,2,1,3023.9,47.88,-1.06,-5.31,0.44,60.86,83.86,84.52,-0.5000000000000004,0.8660254037844384,1.07,0,0.72,1,0,0.03,0.65,1,0,0.14,0.71,1,1,-0.39,0,0,1,-1.44,-22.32,-3.2,-3.47,2.93,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 22:10:00,2,1,3023.81,47.53,-1.03,-5.17,0.17,-9.31,71.13,83.8,-0.5000000000000004,0.8660254037844384,0.87,0,0.62,1,0,0.03,0.64,1,0,0.14,0.36,1,1,-0.27,0,0,0,-1.44,-22.06,-3.19,-3.5,2.88,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 22:15:00,2,1,3030.75,68.2,-0.44,-4.9,1.34,137.57,66.0,73.66,-0.5000000000000004,0.8660254037844384,10.14,0,1.03,1,0,0.59,0.75,1,0,0.27,1.34,1,1,1.17,0,0,0,1.11,-20.47,-4.28,2.08,10.65,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2025-04-04 22:20:00,1,1,3032.57,71.62,0.17,-4.61,2.29,152.47,80.11,72.41,-0.5000000000000004,0.8660254037844384,11.17,0,1.39,1,1,0.61,0.85,1,0,0.29,1.97,1,1,0.95,1,1,1,1.11,-20.62,-5.56,2.19,13.32,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0
2025-04-04 22:25:00,2,1,3028.63,56.32,0.33,-4.41,1.97,83.28,76.81,74.3,-0.5000000000000004,0.8660254037844384,2.96,0,1.29,1,1,0.16,0.86,1,0,0.2,1.34,1,1,-0.32,1,1,1,1.12,-21.06,-5.77,-2.21,9.34,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 22:30:00,2,1,3029.77,59.26,0.55,-4.2,1.91,43.58,69.01,75.31,-0.5000000000000004,0.8660254037844384,4.25,0,1.2,1,1,0.22,0.87,1,0,0.21,0.94,1,1,-0.06,0,0,0,2.01,-22.33,-6.12,-1.67,10.57,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 22:35:00,2,1,3029.36,57.63,0.68,-4.01,1.71,29.81,56.92,67.58,-0.5000000000000004,0.8660254037844384,3.36,0,1.06,1,1,0.13,0.85,1,0,0.19,0.51,1,1,-0.2,0,0,0,3.15,-25.27,-6.37,-2.51,10.24,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 22:40:00,2,1,3030.08,59.89,0.83,-3.82,1.65,56.89,54.76,60.23,-0.5000000000000004,0.8660254037844384,4.49,0,0.95,1,1,0.15,0.83,1,0,0.19,0.28,1,1,-0.06,0,0,0,2.03,-26.1,-6.58,-2.34,10.82,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2025-04-04 22:45:00,1,1,3037.83,75.96,1.55,-3.48,3.01,210.41,61.95,57.88,-0.5000000000000004,0.8660254037844384,10.59,0,1.37,1,1,0.72,0.96,1,0,0.34,1.4,1,1,1.36,1,1,1,2.04,-26.06,-8.35,2.97,19.68,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
2025-04-04 22:50:00,1,1,3036.21,69.2,1.98,-3.2,3.34,122.19,64.66,60.46,-0.5000000000000004,0.8660254037844384,6.96,0,1.47,1,1,0.43,1.0,1,0,0.28,1.41,1,1,0.33,1,1,1,2.04,-24.58,-9.29,-0.18,18.4,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
2025-04-04 22:55:00,1,1,3036.47,69.7,2.31,-2.93,3.42,82.28,70.19,65.6,-0.5000000000000004,0.8660254037844384,7.15,0,1.43,1,1,0.33,1.02,1,0,0.27,1.13,1,1,0.08,1,1,1,2.04,-22.78,-10.01,-1.27,18.75,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-04 23:00:00,1,1,3036.35,69.09,2.53,-2.68,3.27,61.66,64.58,66.48,-0.2588190451025215,0.965925826289068,6.8,0,1.32,1,1,0.22,1.02,1,0,0.25,0.76,1,1,-0.15,0,0,0,4.53,-23.34,-10.32,-2.42,18.22,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:05:00,1,1,3036.63,69.81,2.7,-2.45,3.09,31.22,63.33,66.03,-0.2588190451025215,0.965925826289068,7.14,0,1.21,1,1,0.17,1.01,1,0,0.23,0.49,1,1,-0.18,0,0,0,4.53,-23.34,-10.75,-3.17,18.33,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:10:00,1,1,3038.42,74.28,2.94,-2.19,3.18,74.59,67.78,65.23,-0.2588190451025215,0.965925826289068,9.18,0,1.16,1,1,0.24,1.03,1,0,0.26,0.45,1,1,0.09,1,1,1,4.79,-22.17,-11.29,-2.6,19.98,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2025-04-04 23:15:00,0,0,3037.86,70.47,3.05,-1.97,2.97,182.04,67.78,66.3,-0.2588190451025215,0.965925826289068,6.76,0,0.99,1,1,0.11,1.0,1,0,0.22,0.12,1,1,-0.21,1,1,1,4.79,-19.84,-11.27,-3.92,18.61,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
2025-04-04 23:20:00,0,0,3037.74,69.58,3.1,-1.76,2.69,14.05,66.98,67.51,-0.2588190451025215,0.965925826289068,6.19,0,0.77,1,1,0.05,0.96,1,0,0.21,-0.27,0,1,-0.28,0,1,1,5.62,-17.75,-10.95,-4.52,17.39,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
2025-04-04 23:25:00,0,0,3038.03,70.63,3.12,-1.57,2.46,74.89,57.46,64.07,-0.2588190451025215,0.965925826289068,6.77,0,0.53,1,1,0.02,0.9,1,0,0.19,-0.59,0,1,-0.23,0,0,0,6.0,-12.98,-10.15,-4.3,16.01,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:30:00,0,0,3036.59,58.89,2.99,-1.42,1.93,-14.77,47.15,57.2,-0.2588190451025215,0.965925826289068,-0.92,2,0.25,1,1,-0.13,0.82,1,0,0.15,-1.0,0,1,-0.53,0,0,0,7.86,-11.5,-9.88,-6.01,13.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:35:00,0,0,3036.79,59.97,2.86,-1.27,1.58,-31.77,35.97,46.86,-0.2588190451025215,0.965925826289068,-0.21,2,0.02,1,1,-0.13,0.76,1,0,0.15,-1.15,0,1,-0.35,0,0,0,7.86,-11.66,-9.46,-5.95,12.97,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:40:00,0,0,3035.81,52.15,2.66,-1.15,1.11,-143.3,16.59,33.23,-0.2588190451025215,0.965925826289068,-5.19,3,-0.22,0,1,-0.2,0.68,1,0,0.12,-1.37,0,1,-0.47,0,0,0,7.86,-11.66,-9.17,-7.04,11.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:45:00,0,0,3037.65,62.78,2.61,-1.01,1.14,-37.61,26.97,26.51,-0.2588190451025215,0.965925826289068,1.72,0,-0.28,0,1,-0.05,0.63,1,0,0.14,-1.1,0,1,0.03,1,0,0,7.86,-11.66,-8.14,-4.86,11.42,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2025-04-04 23:50:00,0,0,3036.63,54.89,2.46,-0.9,0.91,12.33,32.74,25.43,-0.2588190451025215,0.965925826289068,-3.15,3,-0.4,0,1,-0.15,0.57,1,0,0.11,-1.09,0,1,-0.23,1,0,0,8.73,-10.06,-6.58,-4.96,8.2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2025-04-04 23:55:00,0,0,3036.16,51.42,2.28,-0.8,0.65,-30.59,38.98,32.9,-0.2588190451025215,0.965925826289068,-5.23,3,-0.51,0,1,-0.18,0.52,1,0,0.1,-1.07,0,1,-0.26,1,0,0,7.83,-9.46,-6.3,-5.42,7.18,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2025-04-07 01:00:00,0,0,3028.25,22.93,1.49,-0.87,-1.04,-233.33,61.36,44.36,0.2588190451025207,0.9659258262890684,-16.57,5,-1.13,0,1,-0.79,0.32,1,0,-0.07,-2.31,0,0,-1.69,1,1,0,-0.79,-9.93,-6.92,-13.73,0.11,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2025-04-07 01:05:00,0,0,3014.0,10.6,-0.29,-1.2,-4.67,-155.42,51.85,50.73,0.2588190451025207,0.9659258262890684,-14.28,5,-2.53,0,0,-1.78,-0.07,0,0,-0.33,-5.12,0,0,-3.63,1,1,0,-0.79,-9.93,-11.24,-31.57,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:10:00,0,0,3031.83,49.92,-0.26,-1.16,-3.12,-30.79,64.44,59.22,0.2588190451025207,0.9659258262890684,0.04,0,-2.13,0,0,0.03,-0.07,0,0,0.04,-2.95,0,0,1.55,1,1,1,-1.19,-9.51,-11.11,-13.71,8.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
2025-04-07 01:15:00,0,0,3020.85,37.93,-1.11,-1.33,-4.18,-35.55,61.67,59.32,0.2588190451025207,0.9659258262890684,-2.93,5,-2.52,0,0,-0.85,-0.25,0,0,-0.17,-3.33,0,0,-1.06,1,1,1,-1.19,-9.51,-12.42,-25.58,-0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:20:00,0,0,3012.01,30.95,-2.47,-1.65,-6.28,-111.04,63.27,63.13,0.2588190451025207,0.9659258262890684,-4.37,5,-3.29,0,0,-1.36,-0.53,0,0,-0.32,-4.56,0,0,-2.1,1,0,0,-1.19,-9.43,-15.64,-36.74,-5.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:25:00,1,1,3014.48,34.86,-3.31,-1.89,-6.7,-64.3,51.68,58.87,0.2588190451025207,0.9659258262890684,-3.0,5,-3.47,0,0,-0.84,-0.69,0,0,-0.24,-4.11,0,0,-0.42,0,0,0,-1.19,-8.43,-17.44,-34.9,-0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:30:00,1,1,3012.01,32.7,-4.12,-2.15,-7.09,-69.76,44.72,53.22,0.2588190451025207,0.9659258262890684,-3.62,5,-3.53,0,0,-0.81,-0.82,0,0,-0.26,-3.59,0,0,-0.39,0,0,0,-1.19,-7.02,-19.34,-38.06,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:35:00,1,1,3019.09,44.25,-4.15,-2.25,-5.63,4.76,49.88,48.76,0.2588190451025207,0.9659258262890684,0.85,1,-2.82,0,0,-0.03,-0.77,0,0,-0.1,-1.4,0,0,1.46,1,1,1,-1.19,-6.06,-19.79,-30.56,9.02,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2025-04-07 01:40:00,1,1,3016.06,40.76,-4.36,-2.39,-5.11,-9.44,55.1,49.9,0.2588190451025207,0.9659258262890684,-0.52,5,-2.29,0,0,-0.21,-0.73,0,0,-0.14,-0.24,0,0,0.52,1,1,1,-4.37,-3.92,-20.43,-33.21,7.64,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0
2025-04-07 01:45:00,1,1,3014.81,39.27,-4.58,-2.54,-4.8,-27.63,63.01,56.0,0.2588190451025207,0.9659258262890684,-1.14,5,-1.84,0,0,-0.22,-0.7,0,0,-0.15,0.49,1,0,0.31,1,1,1,-4.37,-1.38,-20.97,-33.91,8.02,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2025-04-07 01:50:00,1,1,3008.63,32.42,-5.2,-2.79,-5.58,-121.11,53.83,57.31,0.2588190451025207,0.9659258262890684,-3.89,5,-1.92,0,0,-0.62,-0.77,0,0,-0.25,-0.19,0,0,-0.78,0,0,0,-2.56,0.68,-21.94,-39.57,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 01:55:00,1,1,3009.7,34.72,-5.53,-2.99,-5.55,-99.39,39.43,52.09,0.2588190451025207,0.9659258262890684,-2.78,5,-1.66,0,0,-0.33,-0.77,0,0,-0.2,0.11,1,0,0.03,0,0,0,-2.71,2.12,-22.38,-37.54,7.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-04-07 02:00:00,1,1,3014.1,43.88,-5.38,-3.07,-4.43,0.23,42.3,45.19,0.4999999999999999,0.8660254037844387,1.64,1,-1.04,0,0,0.15,-0.66,0,0,-0.08,1.26,1,0,1.12,0,0,0,-7.39,2.12,-22.04,-31.61,12.46,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
2025-04-07 02:05:00,1,1,3012.52,41.44,-5.33,-3.18,-3.88,9.87,53.53,45.09,0.4999999999999999,0.8660254037844387,0.41,4,-0.67,0,0,0.05,-0.6,0,0,-0.11,1.54,1,0,0.55,1,1,1,-6.23,2.12,-21.51,-31.39,11.63,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0
2025-04-07 02:10:00,1,1,3008.79,35.95,-5.52,-3.34,-4.09,-79.23,57.05,50.96,0.4999999999999999,0.8660254037844387,-2.31,5,-0.61,0,0,-0.19,-0.6,0,0,-0.16,1.04,1,0,-0.21,1,1,1,-6.23,3.37,-21.25,-33.47,9.04,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
2025-04-07 02:15:00,1,1,2999.38,25.86,-6.36,-3.66,-5.81,-170.09,35.43,48.67,0.4999999999999999,0.8660254037844387,-6.47,5,-1.2,0,0,-0.84,-0.75,0,0,-0.32,-0.82,0,0,-1.72,0,0,0,-8.67,3.37,-21.94,-41.7,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 02:20:00,1,1,2991.9,20.52,-7.54,-4.09,-7.94,-172.94,17.72,36.73,0.4999999999999999,0.8660254037844387,-8.02,5,-2.01,0,0,-1.18,-0.97,0,0,-0.43,-2.7,0,0,-2.13,0,0,0,-9.78,3.5,-23.56,-48.6,-1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 02:25:00,2,1,2984.96,16.77,-8.94,-4.6,-10.1,-133.36,8.94,20.7,0.4999999999999999,0.8660254037844387,-8.77,5,-2.9,0,0,-1.4,-1.24,0,0,-0.51,-4.3,0,0,-2.16,0,0,0,-11.11,3.5,-25.42,-54.77,-3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 02:30:00,2,1,2981.05,14.97,-10.24,-5.13,-11.6,-111.78,9.94,12.2,0.4999999999999999,0.8660254037844387,-9.05,5,-3.57,0,0,-1.3,-1.48,0,0,-0.53,-5.05,0,0,-1.5,0,0,0,-11.35,3.91,-27.14,-57.62,-3.34,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-04-07 02:35:00,2,1,2980.43,14.68,-11.19,-5.62,-12.02,-86.41,9.34,9.41,0.4999999999999999,0.8660254037844387,-9.09,5,-3.85,0,0,-0.95,-1.66,0,0,-0.49,-4.75,0,0,-0.42,0,0,1,-10.95,4.1,-27.89,-56.2,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 02:40:00,2,1,2987.27,31.76,-11.27,-5.91,-10.39,-42.92,19.59,12.96,0.4999999999999999,0.8660254037844387,-0.19,5,-3.3,0,0,-0.08,-1.62,0,0,-0.29,-2.58,0,0,1.63,1,1,1,-10.95,5.03,-27.88,-47.3,8.45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2025-04-07 02:45:00,2,1,2996.15,47.64,-10.49,-5.99,-7.27,42.15,43.83,24.25,0.4999999999999999,0.8660254037844387,6.82,0,-1.95,0,0,0.78,-1.38,0,0,-0.08,0.85,1,0,3.12,1,1,1,-10.95,5.03,-28.03,-37.68,18.37,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0
2025-04-07 02:50:00,2,1,2993.12,43.6,-10.0,-6.11,-5.72,88.32,68.48,43.97,0.4999999999999999,0.8660254037844387,4.65,0,-0.94,0,0,0.49,-1.17,0,0,-0.12,2.61,1,0,1.55,1,1,1,-12.53,5.03,-25.82,-36.57,15.08,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2025-04-07 02:55:00,2,1,2999.73,53.61,-8.98,-6.08,-3.3,116.57,84.08,65.47,0.4999999999999999,0.8660254037844387,8.73,0,0.47,1,0,1.02,-0.84,0,0,0.03,4.94,1,0,2.42,1,1,1,-14.87,5.03,-24.66,-27.74,21.59,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2025-04-07 03:00:00,1,1,2999.58,53.36,-8.08,-6.04,-1.79,113.45,75.78,76.12,0.7071067811865476,0.7071067811865476,8.59,0,1.56,1,0,0.9,-0.53,0,0,0.04,6.0,1,0,1.51,0,1,1,-14.57,5.47,-24.33,-26.94,21.72,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2025-04-07 03:05:00,1,1,2987.69,37.25,-8.24,-6.22,-3.11,-5.06,57.58,72.48,0.7071067811865476,0.7071067811865476,0.0,4,1.47,1,0,-0.16,-0.47,0,0,-0.18,4.15,1,0,-1.32,0,1,0,-11.4,5.92,-24.42,-37.58,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 03:10:00,2,1,2981.53,31.5,-8.76,-6.49,-4.88,-153.3,36.13,56.5,0.7071067811865476,0.7071067811865476,-2.56,5,0.93,1,0,-0.52,-0.53,0,0,-0.27,1.8,1,0,-1.77,0,0,0,-11.39,-0.39,-25.24,-43.03,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 03:15:00,1,1,2987.33,41.43,-8.61,-6.61,-4.56,-90.84,30.36,41.36,0.7071067811865476,0.7071067811865476,2.1,0,0.9,1,0,0.15,-0.49,0,0,-0.12,1.33,1,0,0.32,0,0,0,-11.39,-0.39,-24.03,-34.44,13.63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-04-07 03:20:00,1,1,2983.41,37.18,-8.7,-6.78,-4.91,-55.87,34.89,33.8,0.7071067811865476,0.7071067811865476,0.01,4,0.54,1,0,-0.09,-0.53,0,0,-0.17,0.19,1,0,-0.35,1,0,0,-11.24,-0.59,-23.26,-35.95,10.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-04-07 03:25:00,1,1,2984.93,39.97,-8.55,-6.89,-4.58,-47.27,40.07,35.11,0.7071067811865476,0.7071067811865476,1.39,1,0.38,1,0,0.15,-0.53,0,0,-0.11,-0.12,0,0,0.33,1,1,1,-6.56,-0.59,-22.07,-31.75,12.39,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
2025-04-07 03:30:00,1,1,2985.33,40.77,-8.31,-6.97,-4.1,-36.91,45.81,40.26,0.7071067811865476,0.7071067811865476,1.8,0,0.38,1,0,0.24,-0.5,0,0,-0.08,0.01,1,0,0.48,1,0,1,-5.98,-0.59,-21.43,-29.55,13.32,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2025-04-07 03:35:00,1,1,2987.49,45.39,-7.85,-6.98,-3.22,67.62,59.02,48.3,0.7071067811865476,0.7071067811865476,4.26,0,0.6,1,0,0.46,-0.41,0,0,-0.01,0.61,1,0,0.88,1,1,1,-5.98,-0.59,-20.22,-25.06,15.37,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
2025-04-07 03:40:00,1,1,2982.77,37.86,-7.78,-7.07,-3.46,-16.8,59.6,54.81,0.7071067811865476,0.7071067811865476,-0.1,5,0.54,1,0,0.07,-0.39,0,0,-0.09,0.39,1,0,-0.24,1,0,0,-5.98,-0.59,-17.96,-25.96,9.96,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 03:45:00,2,1,2980.86,35.11,-7.78,-7.18,-3.8,-224.05,47.34,55.32,0.7071067811865476,0.7071067811865476,-1.62,5,0.51,1,0,0.0,-0.38,0,0,-0.11,0.27,1,0,-0.34,0,0,0,-9.26,-0.6,-15.4,-23.73,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07 03:50:00,2,1,2981.44,36.74,-7.65,-7.24,-3.7,-80.34,38.45,48.46,0.7071067811865476,0.7071067811865476,-0.65,5,0.57,1,0,0.13,-0.33,0,0,-0.06,0.44,1,0,0.1,0,0,0,-12.43,-2.19,-12.85,-19.23,6.47,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2025-04-07 03:55:00,2,1,2978.87,32.52,-7.67,-7.34,-3.96,-42.19,39.18,41.66,0.7071067811865476,0.7071067811865476,-3.09,5,0.43,1,0,-0.02,-0.33,0,0,-0.1,0.07,1,0,-0.26,0,1,0,-11.08,-2.19,-12.26,-20.18,4.33,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-04-07 04:00:00,2,1,2979.7,35.32,-7.53,-7.39,-3.76,-14.23,35.18,37.6,0.8660254037844386,0.5000000000000001,-1.34,5,0.45,1,0,0.14,-0.3,0,0,-0.05,0.18,1,0,0.2,0,1,0,-9.4,-1.28,-12.39,-18.87,5.91,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
2025-04-07 04:05:00,2,1,2992.82,63.35,-6.29,-7.17,-0.97,81.91,51.62,41.99,0.8660254037844386,0.5000000000000001,12.91,0,1.42,1,0,1.24,-0.03,0,0,0.22,2.54,1,0,2.79,1,1,1,-9.94,-1.36,-12.7,-6.46,18.95,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0
